id,option_text,question_id,score,impact
6068,"The traceability of any disruption is completely manual, with ad-hoc processes",1471,0.5,NULL
6069,Basic application level traceability present to map application level issues to the causes,1471,1.5,NULL
6070,Correlation present to map business service level disruptions to IT causes,1471,2.5,NULL
6071,All the process instrumentation data is utilized to track patterns and causes of disruptions at a business process level,1471,3.5,NULL
6072,"End to end monitoring and mapping of failures, disruptions happening in other systems with the KPIs impacting your business value",1471,4.5,NULL
6073,Only monitor IT KPIs and perform IT spend analysis,1472,0.5,NULL
6074,"Monitor business services for their availability, performance",1472,1.5,NULL
6075,Define and monitor business KPIs to understand impact of disruptions on the underlying business functions / processes,1472,2.5,NULL
6076,Identify trends and patterns causing frictions and  adopt strategic changes to optimize the business KPIs,1472,3.5,NULL
6077,"Define end to end value stream for the business, with its associated KPIs and monitor, optimize them in a continuous manner",1472,4.5,NULL
6078,Analyze customer feedback through complaints logged,1473,0.5,NULL
6079,Proactively conduct customer satisfaction survey at regular intervals,1473,1.5,NULL
6080,Implement end user monitoring system to track and analyze user activities,1473,2.5,NULL
6081,Monitor end to end customer journey  to understand customer behaviour,1473,3.5,NULL
6082,"Continuously monitor customer journey, tweak business processes and monitor business KPI impact to assess effectiveness of the changes",1473,4.5,NULL
6083,"Pre-dominantly individual heroism driven agility, not predictable",1474,0.5,NULL
6084,"Agile practices are followed, but not uniformly",1474,1.5,NULL
6085,"Processes are standardized, optimized to bring in process agility",1474,2.5,NULL
6086,"IT provisioning is made responsive through code driven templates, automated provisioning",1474,3.5,NULL
6087,"Business level agility through incorporation of automated app, infra provisioning, standardized processes, automation adoption",1474,4.5,NULL
6088,Did not share any components outside project team / Did not create any reusable tools / components,1475,1.25,NULL
6089,Shared across multiple projects within the account,1475,2.5,NULL
6090,Shared within the Service line,1475,3.75,NULL
6091,Shared at organisation level,1475,5,NULL
6092,NA,1475,0,NULL
6093,"Service group split by business functions, geographies with their own tools, processes, etc.",1476,0.5,NULL
6094,"Centrally managed but independent App support, Infra support and Separate Development teams",1476,1.5,NULL
6095,"Shared services across various business functions, geographies with common tools across the organization",1476,2.5,NULL
6096,Development and Support teams work together in Agile and DevOps model,1476,3.5,NULL
6097,Product centric with org structures aligned to business value streams,1476,4.5,NULL
6098,No Industry standard processes implemented across the enterprise,1477,0.5,NULL
6276,Standard ITIL process implemented,1477,1.5,NULL
6277,Kanban/Scrumban for support,1477,2.5,NULL
6278,Full stack Devops model and SRE implementation with Agile/Scrum team,1477,3.5,NULL
6279,Product centric organization,1477,4.5,NULL
6103,All reports / Data are provided manually,1478,0.5,NULL
6104,Some scripts / pre defined queries are used for extracting data,1478,1.5,NULL
6105,Data requests are configured for automated extraction and dispatch to users,1478,2.5,NULL
6107,Self help portal is provided to users for extraction of data as needed,1478,4.5,NULL
6108,NA,1478,0,NULL
6109,All data update requests are handled manually,1479,1.66,NULL
6110,"Data updates are done using scripts, but scripts are manually executed with parameters",1479,3.32,NULL
6111,Data update requests are resolved by automatically invoking predetermined scripts,1479,4.98,NULL
6112,Not in scope,1479,0,NULL
6113,All user queries are addressed manually,1480,1.25,NULL
6114,L1 team has been enabled to address most of the user queries and self help videos created to help in user training,1480,2.5,NULL
6115,User queries are linked to FAQs and relevant videos through ITSM tool,1480,3.75,NULL
6116,User queries are addressed automatically through Chatbot / digital assistants,1480,5,NULL
6117,NA,1480,0,NULL
6118,Batch job failure incidents are analysed and resolved manually all the times,1481,0.83,NULL
6119,Batch job failures are analysed using tools and resolved manually all the times,1481,1.66,NULL
6120,Batch job failures are detected before incidents are raised but resolved manually based on alerts,1481,2.49,NULL
6121,Patterns of batch job failures have been analysed offline and automated fixes based on failures have been setup in most of the cases,1481,3.32,NULL
6122,"Over and above auto fixes for most of the cases, additional patterns of batch job failures are also auto detected and based on configuration setup, auto resolved as well",1481,4.15,NULL
6123,There are no batch jobs in our scope,1481,0,NULL
6124,Incident response and triage is manually handled by the support team,1482,1.25,NULL
6125,"Incident response is automated, allocation is handled centrally by a SPOC",1482,2.5,NULL
6126,Incident allocation is automated for few portfolios across entire IT support (Infra and Apps together),1482,3.75,NULL
6127,Incident response and routing is automated factoring the load balancing and leaves etc,1482,5,NULL
6128,NA,1482,0,NULL
6129,All security related queries are addressed manually,1483,1.66,NULL
6130,User queries are linked to FAQs and relevant videos through ITSM tool,1483,3.32,NULL
6131,"Usage of tools/best practices adopted specific to minimizing the risk of data breach, conflict of interest, fraud and coercion attempts",1483,4.98,NULL
6132,NA,1483,0,NULL
6133,All server and DB issues are analysed and resolved manually,1484,1.25,NULL
6134,Individual scripts are used to analyse and resolve in certain cases,1484,2.5,NULL
6135,All server and DB issues are detected before incidents are raised but resolved manually based on alerts,1484,3.75,NULL
6136,All Server and DB issues are detected before incidents are raised and are also resolved automatically for most of the cases,1484,5,NULL
6137,NA,1484,0,NULL
6138,There is no historical incident resolution repository,1485,1.25,NULL
6139,"Historical incident repository is used, but identifying similar historical incidents is offline",1485,2.5,NULL
6140,Identification of similar historical incidents is automated with integration to ITSM tools,1485,3.75,NULL
6141,Correlation with historical incidents and recommendation of the resolution is completely automated,1485,5,NULL
6142,NA,1485,0,NULL
6148,Verifying the SOP/FAQ documents manually,1487,2.5,NULL
6149,Automated using scripts/custom tools,1487,3.75,NULL
6150,Queries are addressed automatically through Chatbot / digital assistants,1487,5,NULL
6151,NA,1487,0,NULL
6152,Ticket details provided by user are not comprehensive and team tries to get more details by connecting with the user,1488,1.66,NULL
6153,Required prompts have been placed in ITSM tool to ensure end users raise tickets with proper data,1488,3.32,NULL
6154,Relevant details are captured behind the scenes using appropriate tools / utilities to enrich the ticket information,1488,4.98,NULL
6155,NA,1488,0,NULL
6156,"Requests like user creation, access requests, password resets are all handled manually",1489,1.25,NULL
6157,Simple scripts are used for addressing such user life cycle related requests,1489,2.5,NULL
6158,User life cycle mangement platform is used for centrally managing all such requests,1489,3.75,NULL
6159,All user life cycle requests are automated end to end with no manual intervention,1489,5,NULL
6160,Not in scope,1489,0,NULL
6161,Shifts patterns are handled manually,1490,2.5,NULL
6162,"Automated using scripts/custom tools, people on leave is handled manually",1490,3.75,NULL
6163,Integrated Automation in place taking care of leaves and other contingencies,1490,5,NULL
6164,NA,1490,0,NULL
6170,Answer Option,1491,0,NULL
6171,Collation of Change items and documentation is all done manually,1492,1.25,NULL
6172,Collation and prioritisation of change items is managed through centralised repository,1492,2.5,NULL
6173,Additionally change documentation is partially generated based on similar historical changes,1492,3.75,NULL
6174,Additionally change related updates to ITSM are also automated based on similar historical changes,1492,5,NULL
6175,NA,1492,0,NULL
6182,Test cases maintained in documents and Regression Testing executed manually,1493,0.83,NULL
6280,"Regression test cases repository maintained in a repository, but executed manually",1493,1.66,NULL
6281,Regression test cases automated,1493,2.49,NULL
6284,Risk-based prioritization and continuous management of the test suite; capability to test incremental builds,1493,4.98,NULL
6285,NA,1493,0,NULL
6183,"Performance testing - Workload modeling, data generation, Test execution - is largely manual",1494,0.5,NULL
6184,Tools deployed for Workload modelling,1494,1.5,NULL
6185,Additionally test data is generated through tools / scripts,1494,2.5,NULL
6186,Additionally test execution is automated,1494,3.5,NULL
6187,Test execution is automated and triggerred through the Continuous Integration server,1494,4.5,NULL
6188,NA,1494,0,NULL
6195,Manual deployments to production / stage environments,1495,0.83,NULL
6286,Script assisted deployment to production / stage environment,1495,1.66,NULL
6287,Deployment automated completely to staging environment,1495,2.49,NULL
6288,Deployment autoamtion aligned with CD pipeline for forward deploy,1495,3.32,NULL
6289,Deployment automation tool  in CD pipeline to support rollback,1495,4.15,NULL
6290,Continuous deployments up to production for forward as well as rollback,1495,4.98,NULL
6291,NA,1495,0,NULL
6196,Application code is reviewed manually for identifying improvement opportunities and accordingly implemented,1496,1.66,NULL
6197,Code review tools are used for code quality analysis and identification of opportunities,1496,3.32,NULL
6198,Code review tools are integrated with Source control systems to perform the Code quality reviews as part of Build process,1496,4.98,NULL
6199,NA,1496,0,NULL
6200,Impact analysis is completely manual,1497,1.25,NULL
6201,Impact analysis is assisted by scripts / tools,1497,2.5,NULL
6202,Reverse engineered code models are used for identifying the impacted components,1497,3.75,NULL
6203,Reverse engineered code models integrated with Application documentation for a comprehensive automated impact analysis,1497,5,NULL
6204,NA,1497,0,NULL
6205,Estimation is done completely manual,1498,1.66,NULL
6206,SMC model has been used for the estimation,1498,3.32,NULL
6207,Webbased estimation model has been used,1498,4.98,NULL
6208,NA,1498,0,NULL
6214,Source control system does not have branching. Code is maintained separately and is manually refactored with main code base,1499,0.5,NULL
6292,"Source control system supports branching but not used across all applications
",1499,1.5,NULL
6293,"Several long-lived branches are maintained for new features or projects
",1499,2.5,NULL
6294,"A few short-lived branches for specific features
",1499,3.5,NULL
6295,Trunk development with branches only used for releases,1499,4.5,NULL
6296,NA,1499,0,NULL
6215,Code development done manually for all components,1500,1.66,NULL
6216,"Code components generated from Design models, business logic needs to be added manually",1500,3.32,NULL
6217,Code generated using automated code generators with very minimal manual edits required,1500,4.98,NULL
6218,NA,1500,0,NULL
6219,Manual DB Script execution. Manual review of DB scripts.,1501,0.5,NULL
6220,Tools for code quality check and unit testing of DB scripts established and DB script executed using tool,1501,1.5,NULL
6221,DB scripts packaged into the automated build  process and triggered by CI,1501,2.5,NULL
6222,Database deployment tool further enhanced to provide feedback and reporting mechanism for DB execution workflow,1501,3.5,NULL
6223,Additionally automated rollback in place,1501,4.5,NULL
6224,NA,1501,0,NULL
6225,Manual/Adhoc Unit testing,1502,0.83,NULL
6226,Partial automated unit testing (Approx 50%),1502,1.66,NULL
6227,Fully automated unit testing,1502,2.49,NULL
6228,Unit testing scripts are invoked through CI,1502,3.32,NULL
6230,Refactoring and optimization of unit test cases- capability to run incremental/ daily/ weekly as per build schedules,1502,4.98,NULL
6231,NA,1502,0,NULL
6232,Manual quality checks,1503,0.5,NULL
6233,Code Quality checks through tool,1503,1.5,NULL
6234,Code quality checks automatically invoked by CI,1503,2.5,NULL
6235,Proper threshold defined for code quality check; hooked into version control for gated check-in; triggered   automatically by CI,1503,3.5,NULL
6236,Managed code quality to ensure thresholds are not exceeded at any time. Results  analyzed continuously and addressed as part of iterations.,1503,4.5,NULL
6237,NA,1503,0,NULL
6238,Manual System Testing,1504,0.5,NULL
6239,System testing automated and invoked by CI/CI automation tool,1504,1.5,NULL
6242,Risk-based prioritization and continuous management of the test suite; capability to test incremental builds,1504,4.5,NULL
6243,NA,1504,0,NULL
6244,SOPs are not properly documented and largely across documents,1505,0.83,NULL
6245,SOPs are documented and manually maintained regularly but not automated,1505,1.66,NULL
6246,SOPs are digitised and progressively updated online but not automated,1505,2.49,NULL
6247,SOPs are automated,1505,3.32,NULL
6250,NA,1505,0,NULL
6255,Team is not capable to develop any automations on their own,1506,1.25,NULL
6297,Team can identify opportunities and develop some custom scripting scenarios,1506,2.5,NULL
6298,Team is capable to implement and maintain tools like for CI / CD along with Custom scripting,1506,3.75,NULL
6299,Team has capability for implementing automation platforms,1506,5,NULL
6300,NA,1506,0,NULL
6260,Answer Option,1507,0,NULL
6261,Never,1508,0.5,NULL
6262,"On need basis, infrequently",1508,1.5,NULL
6263,On a annual basis,1508,2.5,NULL
6264,On a quarterly basis,1508,3.5,NULL
6265,"On a regular interval, planned manner e.g. every sprint or every month",1508,4.5,NULL
6270,Answer Option,1509,0,NULL
6271,Events and alret data are analyzed manually on a need basis,1510,0.5,NULL
6272,"Sense strategy in place to acquire data from various sources of significance, including apps, infra and devices",1510,1.5,NULL
6273,Event data stored in a central repository and made available for manual analysis on need basis,1510,2.5,NULL
6274,"Automated event correlation in place to identify patterns, anomalies in the event and alert data",1510,3.5,NULL
6275,"Proactive event management in place that executes automation leveraging AI driven predictions based on event, alert metric data, trends and correlations",1510,4.5,NULL
7459,Adhoc,1827,1,NULL
7460,"Repeatable and followed for all P1 tickets, mostly manual",1827,2,NULL
7461,"Repeatable and followed for all tickets, mostly manual",1827,3,NULL
7462,"ITSM tool driven - regular problem management regime defined, implemeted, tracked and monitered",1827,4,NULL
7463,"Advanced Problem Management Analytics (PMA) dashboard, auto identification, logging of problems, assisted triaging, followed by manual or automated resolutions",1827,5,NULL
7585,No Option,1904,0,NULL
7591,Analysis and resolution is largely manual,1905,1,NULL
7592,"Analysis of the service requests is assisted through scripts and tools, resolution is manual",1905,2,NULL
7593,Analysis and resolution is automated for deterministic service requests,1905,3,NULL
7594,Analysis and resolution is automated for the deterministic service requests and analysis based on Knowledge database and log correlation is available for non deterministic service requests,1905,4,NULL
7595,NA,1905,0,NULL
7586,Analysis and resolution is largely manual,1906,1,NULL
7587,"Analysis of the incidents is assisted through scripts and tools, resolution is manual",1906,2,NULL
7588,Analysis and resolution is automated for deterministic incidents,1906,3,NULL
7589,Analysis and resolution is automated for the deterministic incidents and analysis based on Knowledge database and log correlation is available for non deterministic incidents,1906,4,NULL
7590,NA,1906,0,NULL
7597,No Option,2067,0,NULL
"11851","Strongly Agree","3246","5","NULL"
"11866","Agree","3246","4","NULL"
"11881","Neutral","3246","3","NULL"
"11895","Disagree","3246","2","NULL"
"11909","Strongly Disagree","3246","1","NULL"
"11852","Yes","3247","5","NULL"
"11867","No","3247","0","NULL"
"11853","Regularly reviewed","3248","5","NULL"
"11868","Reviewed twice in a week","3248","4","NULL"
"11882","Reviewed once in a week","3248","3","NULL"
"11896","Reviewed once in a month","3248","2","NULL"
"11910","Not reviewed","3248","0","NULL"
"11854","Excellent","3249","5","NULL"
"11869","Good","3249","4","NULL"
"11883","Neutral","3249","3","NULL"
"11897","Fair","3249","2","NULL"
"11911","Poor","3249","1","NULL"
"11855","Very Efficient","3250","5","NULL"
"11870","Efficient","3250","4","NULL"
"11884","Neutral","3250","3","NULL"
"11898","Inefficient","3250","2","NULL"
"11912","Very Inefficient","3250","1","NULL"
"11856","Regularly reviewed","3251","5","NULL"
"11871","Reviewed twice in a week","3251","4","NULL"
"11885","Reviewed once in a week","3251","3","NULL"
"11899","Reviewed once in a month","3251","2","NULL"
"11913","Not reviewed","3251","0","NULL"
"11857","Number of lines of code in a method, skipping comments and blank lines","3252","5","NULL"
"11872","Number of statements, ignoring formatting and often counting a line as more than one statement","3252","3","NULL"
"11886","Number of instructions that the code compiles to.","3252","1","NULL"
"11900","None","3252","0","NULL"
"11858","Excellent","3253","5","NULL"
"11873","Good","3253","4","NULL"
"11887","Neutral","3253","3","NULL"
"11901","Fair","3253","2","NULL"
"11914","Poor","3253","1","NULL"
"11859","Strongly Agree","3254","5","NULL"
"11874","Agree","3254","4","NULL"
"11888","Neutral","3254","3","NULL"
"11902","Disagree","3254","2","NULL"
"11915","Strongly Disagree","3254","1","NULL"
"11860","Very Efficient","3255","5","NULL"
"11875","Efficient","3255","4","NULL"
"11889","Neutral","3255","3","NULL"
"11903","Inefficient","3255","2","NULL"
"11916","Very Inefficient","3255","1","NULL"
"11861","All","3256","5","NULL"
"11876","Only System testing","3256","4","NULL"
"11890","Only Integration testing","3256","3","NULL"
"11904","Only Unit testing","3256","2","NULL"
"11917","None","3256","0","NULL"
"11862","Very Efficient","3257","5","NULL"
"11877","Efficient","3257","4","NULL"
"11891","Neutral","3257","3","NULL"
"11905","Inefficient","3257","2","NULL"
"11918","Very Inefficient","3257","1","NULL"
"11863","Well defined","3258","5","NULL"
"11878","Properly defined","3258","4","NULL"
"11892","Neutral","3258","3","NULL"
"11906","Fairly defined","3258","2","NULL"
"11919","Poorly define","3258","1","NULL"
"11864","Very Efficient","3259","5","NULL"
"11879","Efficient","3259","4","NULL"
"11893","Neutral","3259","3","NULL"
"11907","Inefficient","3259","2","NULL"
"11920","Very Inefficient","3259","1","NULL"
"11865","Very Efficient","3260","5","NULL"
"11880","Efficient","3260","4","NULL"
"11894","Neutral","3260","3","NULL"
"11908","Inefficient","3260","2","NULL"
"11921","Very Inefficient","3260","1","NULL"
"11509","The company web site talks about culture, but it is not measured","3132","1","NULL"
"11510","Efforts are put in improving employee experience but no senior leader to own it","3132","2","NULL"
"11511","Culture and employee experience are used as competitive differentiators but there is no continuous feedback","3132","3","NULL"
"11512","Company measures success through regular pulse surveys,KPIs and employee engagement levels","3132","4","NULL"
"11513","No efforts","3133","1","NULL"
"11514","Standard advertisements","3133","2","NULL"
"11515","Dedicated company portal for hiring. Engagements in social media","3133","3","NULL"
"11516","Dedicated company portal for hiring. Engagements are done in social media.Customized ads for prospective candidates","3133","4","NULL"
"11517","No Option","3134","1","NULL"
"11518","Employee well-being viewed as a compliance topic","3135","1","NULL"
"11519","Employee well-being focusing on one aspect of employee well-being (e.g., physical health)","3135","2","NULL"
"11520","Employee well-being viewed as an executive leadership topic to achieve overall employee well-being","3135","3","NULL"
"11521","Employee well-being viewed as a Board topic, proactive and personalized to an individual employee's current challenges","3135","4","NULL"
"11522","No formal strategy in place","3136","1","NULL"
"11523","Annual surveys conducted to collect employee feedback but minimal action is taken on the results","3136","2","NULL"
"11524","Intelligent technologies predict characteristics of high-performing teams and suggest staffing models based on engagement results,role,tenure,etc","3136","3","NULL"
"11525","Intelligent technologies predict characteristics of high-performing teams and suggest staffing models based on engagement,experience, tenure, job role, and the system intelligently guides workforce planning, hiring, employee communication, and development strategies","3136","4","NULL"
"11526","Health and safety information is maintained separately for each work location through manual processes","3137","1","NULL"
"11527","Health and safety information and employee training records are maintained in stand-alone tools","3137","2","NULL"
"11528","Health and safety processes are aligned with other HR processes and data is stored in a common HR system","3137","3","NULL"
"11529","The organization uses predictive analytics to identify potential health and safety issues and mitigate any risks","3137","4","NULL"
"11530","There is no focus on diversity and inclusion","3138","1","NULL"
"11531","Diversity and inclusion are promoted but no formal policies exist","3138","2","NULL"
"11532","Formal policies in place to reduce bias and promote diversity and inclusion through KPI monitoring","3138","3","NULL"
"11533","Latest technologies like machine learning are used to detect, prevent, and eradicate unconscious bias from hiring to promotion","3138","4","NULL"
"11534","HR focuses reactively on transactional activities alone, without a digital strategy","3139","1","NULL"
"11535","There is growing awareness of digital future of work, but fragmented systems and no defined strategy for adapting","3139","2","NULL"
"11536","HR is executing on an aligned, organization-wide digital strategy to drive business decisions and outcomes","3139","3","NULL"
"11537","HR is executing a strategic road map that constantly monitor, anticipate, and take advantage of digital innovations, such as artificial intelligence and machine learning","3139","4","NULL"
"11538","The HR operating model is not based on a global vision","3140","1","NULL"
"11539","The HR operating model is aligned with HR strategy in terms of the structure of the HR function and people capabilities","3140","2","NULL"
"11540","Advanced analytics are used to measure potential demand for HR servicesand it is aligned with the predicted workload to ensure on-time delivery with the best quality","3140","3","NULL"
"11541","The HR operating model is fully focused on efficiency, effectiveness, and the best employee experience; chatbots, AI, and machine learning are used to deliver high-quality service","3140","4","NULL"
"11542","The organization does not track any well-being leading indicators","3141","1","NULL"
"11543","The organization focuses on well-being program participation with no analysis of the impact","3141","2","NULL"
"11544","The organization measures holistic employee well-being on an ongoing basis and progress towards company well-being goals shared with employees","3141","3","NULL"
"11545","The organization treats employee well-being as a business KPI, incorporating implicit data sources and using predictive analytics to forecast the impact","3141","4","NULL"
"11546","HR's focus is tactical and transactional","3142","1","NULL"
"11547","HR provides information for strategic decisions but remains tactical in focus","3142","2","NULL"
"11548","HR is focused on strategic initiatives, but is not critical for setting strategy and business decision making","3142","3","NULL"
"11549","HR is a key part of the executive team and involved in setting business strategy and making decisions","3142","4","NULL"
"11550","HR and finance data and processes are inconsistent, siloed, and largely manual","3143","1","NULL"
"11551","HR and finance systems are fragmented and stand-alone, requiring manual effort to integrate data for reporting","3143","2","NULL"
"11552","HR and finance teams collaborate to solve business challenges as they arise, optimize resources, and make data-driven decisions based on integrated HR and finance systems","3143","3","NULL"
"11553","HR and finance collaborate proactively using integrated systems to inform strategic planning, anticipate potential impacts, and analyze scenarios","3143","4","NULL"
"11554","NA","3144","1","NULL"
"11555","No plans to do this","3144","2","NULL"
"11556","Plan to do this","3144","3","NULL"
"11557","Currently doing this","3144","4","NULL"
"11558","No Option","3145","1","NULL"
"11559","No Option","3146","1","NULL"
"11560","There is no systematic process and no platform for connecting employees within the organization","3147","1","NULL"
"11561","Social collaboration happens in parts of the organization on a case-by-case basis and is supported by one or more platforms","3147","2","NULL"
"11562","Social collaboration is integrated into key, strategic talent outcomes (learning, development, and so on), and participation and contributions can be used to predict future focus areas","3147","3","NULL"
"11563","Social collaboration content is used to suggest future innovations, projects, and people to be involved with use of the power of one cohesive collaboration platform","3147","4","NULL"
"11564","Reactive and time consuming approach to skills and resource requirements; poor alignment across the organization","3148","1","NULL"
"11565","Business and HR connect on future workforce requirements, but the focus is still on execution and ad hoc issues; employee data is available in silos","3148","2","NULL"
"11566","Workforce requirements are based on real-time data; simulations and what-if scenarios and predictive analytics is used to predict workforce requirements","3148","3","NULL"
"11567","Predictive analytics is used to predict workforce requirements for the entire company; gap and risk analysis are performed; actions are prescribed before the need presents itself","3148","4","NULL"
"11568","Limited standard or automated processes to support talent management","3149","1","NULL"
"11569","Disconnected processes with minimal automation are used across the organization, resulting in limited workforce insights","3149","2","NULL"
"11570","Standardized integrated processes and a common platform to predict future talent developments and workforce needs","3149","3","NULL"
"11571","Standardized integrated processes with a common platform to predict future talent developments and workforce needs, to guide employees with recommended actions","3149","4","NULL"
"11572","No Option","3150","1","NULL"
"11573","No Option","3151","1","NULL"
"11574","Based on industry standards","3152","1","NULL"
"11575","Past data trends studied manually and designed","3152","2","NULL"
"11576","System analyzes past data trends. Policies are designed manually","3152","3","NULL"
"11577","AI analyzes past data and calculates effectiveness of policies. It also benchmarks againsts industry standards","3152","4","NULL"
"11578","No standardized process to report workforce patterns","3153","1","NULL"
"11579","Standard processes in place to generate operational reports and compliance reports that focuses on data accuracy, consistency and timelines","3153","2","NULL"
"11580","Solution in place for statistical analysis of workforce data to identify issues and actionable solutions","3153","3","NULL"
"11581","Integrated workforce analysis and workforce planning solution to develop predictive scenario models to guide workforce planning; flight risk predictions","3153","4","NULL"
"11582","No standardized recruitment process, and there is no reporting tool to report the recruitment activities","3154","1",""
"11583","Manual process for reporting recruiting activities on ad hoc basis","3154","2",""
"11584","Automated recruiting reports to generate insights on various recruitment activities","3154","3",""
"11585","Recruiting solution generates real-time recruiting reports and also uses AI to generate recommendations","3154","4",""
"11586","No Option","3155","1",""
"11587","No Option","3156","1",""
"11588","No Option","3157","1",""
"11589","No Option","3158","1",""
"11590","No Option","3159","1",""
"11591","No reporting tool","3160","1",""
"11592","Periodic process of reporting various recruiting metrics","3160","2",""
"11593","Automated recruiting reports to generate insights","3160","3",""
"11594","Real-time recruiting reports and also uses AI to generate recommendations","3160","4",""
"11595","No","3161","1",""
"11596","No, but considering it for future","3161","2",""
"11597","Partially","3161","3",""
"11598","Yes - Already in use","3161","4",""
"11599","Limited or no processes in place to proactively trigger recruiting for critical roles","3162","1",""
"11600","Recruiting process managed in a consistent manner to fill in vacancies as soon as possible but not aligned with recruiting processes","3162","2",""
"11601","Advanced analytics and dashboards used to predict, qualify and prioritize risks related to staffing gaps","3162","3",""
"11602","Recruiting uses AI and machine learning to provide recommended solutions to scenarios and used in proactive sourcing tactics to ensure risk mitigation","3162","4",""
"11603","All data is retrieved manually from various sources","3163","1",""
"11604","There is no 360-degree view of the workforce, and data resides in silos","3163","2",""
"11605","Has simplified planning, reporting, and analytics in one solution and provides real-time workforce insight","3163","3",""
"11606","Utilizes machine learning and predictive analytics which can prescribe recommendations on decisions on total workforce trends","3163","4",""
"11607","Preparing and reviewing the JD manually without following a standard format","3164","1",""
"11608","Preparing and reviewing the JD manually with a standard format","3164","2",""
"11609","Semi Automation in drafting JD and reviewing it manually","3164","3",""
"11610","Full Automation in drafting JD and reviewing it manually","3164","4",""
"11611","No special efforts","3165","1",""
"11612","Focus on basic data such as job requirements and characteristics","3165","2",""
"11613","Focus on the key skills. Words and phrases that may communicate exclusivity","3165","3",""
"11614","Machine learning prescriptions are used to guide recruiters and hiring managers in creating accurate and unbiased job descriptions","3165","4",""
"11615","No Option","3166","1",""
"11616","No Option","3167","1",""
"11617","No standardized talent-screening process, and candidate screening is done manually","3168","1",""
"11618","Manual standard talent-screening process","3168","2",""
"11619","Recruiting solution in place that uses online tests, games and simulations to effectively screen candidates","3168","3",""
"11620","Recruiting solution applies machine learning to resumes to auto-screen candidates, uses AI technology to recommend screening tests, analyzes tests, interviews","3168","4",""
"11621","Manually through in person calling","3169","1",""
"11622","Semi-automated with human in loop","3169","2",""
"11623","Automated using chat bots","3169","3",""
"11624","Automated using voice bots","3169","4",""
"11625","No Option","3170","1",""
"11626","Sourcing through job posting on website","3171","1",""
"11627","Sourcing through job posting on website and referral program","3171","2",""
"11628","Sourcing through website, referral and job portal. Use of social media for engagement. Analysis of sourcing effectiveness periodically","3171","3",""
"11629","Sourcing through website, referral and job portal. Use of social media for engagement. Real-time visibility of sourcing spend and sourcing effectiveness","3171","4",""
"11630","No Option","3172","1",""
"11631","No Option","3173","1","NULL"
"11632","No Option","3174","1","NULL"
"11633","Manual talent screening","3175","1",""
"11634","Applicant-tracking system","3175","2",""
"11635","Recruiting solution with online tests & simulation games","3175","3",""
"11636","Recruiting solution applies ML to screen resumes ; uses AI technology to recommend appropriate screening tests","3175","4",""
"11637","No Option","3176","1",""
"11638","No Option","3177","1",""
"11639","No Option","3178","1",""
"11640","No Option","3179","1",""
"11641","No Option","3180","1",""
"11642","No Option","3181","1",""
"11643","No Option","3182","1",""
"11644","No Option","3183","1",""
"11645","No Option","3184","1",""
"11646","No Option","3185","1",""
"11647","No focus on promoting employer brand","3186","1",""
"11648","There is a career portal on the Web site, but the portal is hardly promoted or updated","3186","2",""
"11649","Career portal has chat functionality to enable two-way communication; a big community exists on various social media channels","3186","3",""
"11650","Existing employees are advocates and brand ambassadors of the employer, social media engagement is high, candidates are treated as customers with personalized interactions","3186","4",""
"11651","No standardized onboarding process","3187","1",""
"11652"," Onboarding reports and feedback from new-hire surveys to analyze trends and measure the effectiveness","3187","2",""
"11653","Automated onboarding reports and analysis on onboarding activities","3187","3",""
"11654","AI based onboarding solution generates reports to measure new-hire productivity, analyze bad hires, and analyze new-hire feedback surveys","3187","4",""
"11655","No Option","3188","1",""
"11656","No Option","3189","1",""
"11657","No Option","3190","1",""
"11658","No","3191","1",""
"11659","No, but considering it for future","3191","2",""
"11660","No,  but is in the starting phase","3191","3",""
"11661","Yes - Already in use","3191","4",""
"11662","Onboarding is done primarily on ad hoc basis","3192","1","NULL"
"11663","There is an onboarding process, but the rest of the employee or new-hire learning is done on the job","3192","2","NULL"
"11664","Onboarding is strategic and fully linked to development and learning; engagement and assimilation practices are fully implemented","3192","3","NULL"
"11665","There is focus on socialization, personalization and enculturation of new employees, connects them with the right information at the right time","3192","4","NULL"
"11666","No milestones or concrete goals are set for new hires","3193","1",""
"11667","Uses prehire assessment results  to determine appropriate career/development tracks","3193","2",""
"11668","Understands the current and needed skills of new hires and links them to other talent processes","3193","3",""
"11669"," milestones such as \"30-60-90 days on the job\" are used to set goals ensuring alignment and guaranteeing success","3193","4",""
"11670","No","3194","1",""
"11671","No, but considering it for future","3194","2",""
"11672","No,  but is in the starting phase","3194","3",""
"11673","Yes - Already in use","3194","4",""
"11674","No Option","3195","1",""
"11675","No Option","3196","1",""
"11676","No Option","3197","1",""
"11677","No Option","3198","1",""
"11678","NA","3199","1",""
"11679","No plans to do this","3199","2",""
"11680","Plan to do this","3199","3",""
"11681","Currently doing this","3199","4",""
"11682","High-potential employees are identified using ad hoc processes ","3200","1",""
"11683","A high-potential strategy is standardized and integrated with select talent processes","3200","2",""
"11684","A high-potential strategy is consistently implemented across the enterprise with a long-term plan for key positions","3200","3",""
"11685"," A high-potential strategy is implemented consistently across the enterprise for all key positions and is fully integrated with all talent processes","3200","4",""
"11686","Limited to few employees","3201","1",""
"11687","Career planning progresses  based on organizational needs","3201","2",""
"11688","Career planning is standardized across the company","3201","3",""
