"id","slno","question_id","question","usm_project_id","answer","score","questionnaire_instance_id","last_updated_date","last_updated_by","metric_dimension_id"
"109897","163","939","Are application logs available for centralised telemetry processing, either by using standard logging tools or custom agents/exporters?","2","Fully Met","5.00","241","2023-11-28","admin","606"
"109898","164","940","Have service health visualisation dashboards been implemented?","2","Partial Met","3.00","241","2023-11-28","admin","597"
"109899","165","941","Is there a monitoring dashboard in place to visualize the health of the Service Chain in real time along with the health of the underpinning IT Services?","2","Partial Met","3.00","241","2023-11-28","admin","598"
"109900","166","942","Is automated correlation and grouping of events and alerts in place?","2","Fully Met","5.00","241","2023-11-28","admin","599"
"109901","167","943","Is Machine Learning used to identify the most probable root cause, or likely candidates, of an incident?","2","Fully Met","5.00","241","2023-11-28","admin","600"
"109902","168","944","Is Machine Learning used to predict and detect possible service-impacting incidents?","2","Partial Met","3.00","241","2023-11-28","admin","601"
"109951","1","1374","Who (\"Unto Whom\") is negatively impacted by the system? (Stakeholders)","2","Government agencies/regulators (d)","0.00","240","2023-11-28","admin","866"
"109952","2","1375","Can users (\"For Whom\") opt out, e.g. switch systems? Can users challenge or correct the output?","2","Users cannot opt out of the AI systemÃ¢â‚¬â„¢s output","0.00","240","2023-11-28","admin","866"
"109953","3","1376","Is there any risk identified while developing AI tool?","2","Risk has been identified but no mitigation measures are taken","0.00","240","2023-11-28","admin","866"
"109954","4","1377","Are there mechanisms in place to ensure that data quality is maintained in scenarios such as data becoming obsolete, outdated, incomplete, incorrect data being used, source tool getting decommissioned etc has to be taken care and make necessary changes in algorithm (applicable for PII data)","2","There is regular process in place to ensure data quality is maintained","0.00","240","2023-11-28","admin","866"
"109955","5","1378","Is sensitive data such as health data, biometric data being required and processed by the tool and any propotionate controls implemented for protecting sensitive data?","2","Sensitive personal data is being processed by the tool and separate controls implemented for protecting sensitive personal data","5.00","240","2023-11-28","admin","866"
"109956","7","1380","Is there a clearly stated and documented purpose for the tool which is aligned to Human, societal well being and does not have negative impact to the privacy, rights and freedom of individuals?","2","Tool doesnÃ¢â‚¬â„¢t have capabilities to handle DSR's","10.00","240","2023-11-28","admin","867"
"109957","8","1381","Does the tool have DSR handling capabilities, including the process, procedures and technical capabilities?","2","There is no plan to communicate to users about rolling out of AI solution to users as this tool is rolled out for business interest of company","10.00","240","2023-11-28","admin","867"
"109958","9","1382","Is communication sent to data subjects before rolling out AI solution and are there feedbacks incorporated to ensure that the solution is not overriding the interest of the data subjects?","2","There is no provision provided in the tool to take acknowledgement/ consent from data subjects","20.00","240","2023-11-28","admin","867"
"109959","10","1383","Has adequate notice/consent been taken from data subjects a) before using their data for training the AI tool b) before rolling out the tool c) when they are interacting with an AI or assisted by AI for decision making or if a decision is made about them by AI. And is this consent/acknowledgement being recorded?","2","Rule of law, absence of arbitrary sentencing","10.00","240","2023-11-28","admin","867"
"109960","11","1384","Can the system s outputs negatively impact fundamental human rights?","2","Aggregate society-level risk","0.00","240","2023-11-28","admin","867"
"109961","12","1385","Can the system s outputs negatively impact areas of life related to well-being?","2","Work-life balance","0.00","240","2023-11-28","admin","868"
"109962","13","1386","Could the system automate non-hazardous tasks that are or were being executed by humans?","2","Activities of extraterritorial organizations and bodies","0.50","240","2023-11-28","admin","868"
"109963","14","1387","Which industrial sector is the system deployed in?","2","Electricity, gas, steam, and air conditioning supply","0.50","240","2023-11-28","admin","868"
"109964","15","1388","What business function(s) is the system employed in?","2","Marketing and advertisement","0.50","240","2023-11-28","admin","869"
"109965","16","1389","Jurisdiction in which AI is trained & applied","2","Yes, it will impact one or multiple critical business operations of the organization","5.00","240","2023-11-28","admin","870"
"109966","17","1390","Would a disruption of the system s function / activity affect essential services?","2","Vendor IP soltions are being used and vendor has agreed to explain how the resuls are arrived during the entire lifecycle phase","5.00","240","2023-11-28","admin","870"
"109967","18","1391","Is the solution using Vendor IP solutions? If yes whether vendor has agreed to explain how the results are arrived in case of DSRs or any queries from regulatory authorities?","2","The technology elements/solution are piloted in multiple organizations","5.00","240","2023-11-28","admin","870"
"109968","19","1392","Where vendor is involved, have they been made accountable for privacy and data protection by adding relevant data protection clauses to the contract","2","No validation mechanism available to ensure that training and testing data is obtained in a fair and lawful manner","10.00","240","2023-11-28","admin","871"
"109969","20","1393","How technically mature is the system?","2","Tool has been provided with functionality to implement data deletion automatically as per business & regulatory requirements","0.00","240","2023-11-28","admin","871"
"109970","21","1394","How do you ensure training & testing data is obtained in a fair and lawful manner (applicable for PII data)","2","Combination of all above","10.00","240","2023-11-28","admin","872"
"109971","22","1395","Does the AI system have functionality built in to implement data deletion after use? (Applicable for PII data)","2","Anonymized data or Aggregated data","0.00","240","2023-11-28","admin","872"
"109972","23","1396","Are the data and input from experts; provided, observed, synthetic or derived?","2","Models combining both discriminative and generative properties","10.00","240","2023-11-28","admin","874"
"109973","24","1397","If personal data, will the data be anonymized; pseudonymized?","2","Documentation is not  available which explains how decision is arrived using AI model","10.00","240","2023-11-28","admin","874"
"109974","25","1398","Is the model generative, discriminative or both?","2","Review is done on ad-hoc basis","10.00","240","2023-11-28","admin","874"
"109975","26","1399","Does the model evolve and / or acquire abilities from interacting with data in the field?","2","A cross-functional advisory committee reviews the AI model during development and operation","0.00","240","2023-11-28","admin","875"
"109976","27","1400","Is there a mechanism or documentation which explains how the decision is arrived using the AI/ML model?","2","Event detection: Connecting data points to detect patterns, as well as outliers or anomalies","0.50","240","2023-11-28","admin","875"
"109977","29","1402","Do you have any advisory committee for fairness and bias review of any AI model?","2","Goal-driven optimization: Finding the optimal solution to a problem for a cost function or predefined goal","0.50","240","2023-11-28","admin","877"
"109978","30","1403","What tasks does the system perform?","2","Monitoring and control systems: These systems manage, command, direct or regulate the behavior of other devices or systems using control loops","5.00","240","2023-11-28","admin","877"
"109979","31","1404","Does the system combine several tasks and actions?","2","Medium-action autonomy (also referred to as Ã¢â‚¬Å“human-on-the-loopÃ¢â‚¬ ): System evaluates input and acts upon its recommendations or output unless the human vetoes","10.00","240","2023-11-28","admin","877"
"109980","32","1405","Are there predefined KPI's available for the tool and also for measuring output of tool?","2","KPI's are defined AND available FOR tool FOR measuring output OF tool","2.00","240","2023-11-28","admin","878"
"109981","33","1406","How autonomous are the system s actions and what role do humans play?","2","Low-ACTION autonomy (also referred TO AS â€œhuman-IN-the-loopâ€�): SYSTEM evaluates input AND acts upon its recommendations OR output IF the human agrees.","2.00","240","2023-11-28","admin","878"
"109982","36","1411","Is the output analysed every quarter to avoid any biases and discrimination?","2","Human intervention available","5.00","240","2023-11-28","admin","879"
"109983","37","1412","Is the system that continue to learn after being rolled out is developed in such a way to ensure that possibly biased outputs due to outputs used as an input for future operations ( feedback loops ) are duly addressed with appropriate mitigation measures","2","Training data will be analysed every quarter for representiveness and the data used is diverse, relevant, error free and complete","5.00","240","2023-11-28","admin","879"
"109984","38","1413","Is the algorithm able to produce similar results on same dataset when it is executed multiple times?","2","Not Applicable","0.00","240","2023-11-28","admin","879"
"109985","39","1414","Is there a provision for human intervention in cases where fully automated decisions are made?","2","Not Applicable","0.00","240","2023-11-28","admin","880"
"109986","40","1415","Are the training & testing datasets analyzed at every quarter for representativeness? Is the data being used diverse enough and balanced and are they relevant, error free and complete and devoid of any bias and discrimination?","2","Not Applicable","0.00","240","2023-11-28","admin","880"
"109987","34","1409","Are notifications provided in accessible formats for vulnerable groups such as children or persons with disabilities?","2","Tool is not provided with any functionality to capture feedback from differnt stakeholders","10.00","240","2023-11-28","admin","878"
"109988","35","1410","Is the purpose of processing of the AI system reasonably expected by Data Subject?","2","Data set is providing same result when executed multiple times on same dataset","10.00","240","2023-11-28","admin","878"
"109989","8","3139","How is the strategy define in place to adapt to the digital future of work?","2","There is growing awareness of digital future of work, but fragmented systems and no defined strategy for adapting","2.00","243","2023-11-28","admin","1678"
"109990","9","3140","How the HR operating model is aligned with the business model and HR strategy?","2","The HR operating model is aligned with HR strategy in terms of the structure of the HR function and people capabilities","2.00","243","2023-11-28","admin","1678"
"109991","10","3141","What is the organization strategy to measure the impact of its well-being investment and how it incorporates multiple data sources (e.g., employee feedback, business metrics)?","2","The organization does not track any well-being leading indicators","1.00","243","2023-11-28","admin","1678"
"109992","11","3142","How does the chief human resources officer drives the talent agenda and alignment between the corporate strategy, people strategy and HR transformation?","2","HR provides information for strategic decisions but remains tactical in focus","2.00","243","2023-11-28","admin","1678"
"109993","12","3143","Are HR and finance are tightly integrated (in terms of leadership, strategy, data) and work together to ensure efficient and effective business execution?","2","HR and finance data and processes are inconsistent, siloed, and largely manual","1.00","243","2023-11-28","admin","1678"
"109994","13","3144","Does your organization leverage visa programs to source talent from international labor markets?","2","No plans to do this","2.00","243","2023-11-28","admin","1680"
"109995","16","3147","What are the ways in which the organization delivers social collaboration, connecting employees, customers, and partners with the people they need to get work done?","2","Social collaboration is integrated into key, strategic talent outcomes (learning, development, and so on), and participation and contributions can be used to predict future focus areas","3.00","243","2023-11-28","admin","1680"
"109996","17","3148","How does the organization aligns present and future business needs to ensure the right people are available in the right place at the right time?","2","Workforce requirements are based on real-time data; simulations and what-if scenarios and predictive analytics is used to predict workforce requirements","3.00","243","2023-11-28","admin","1680"
"109997","18","3149","How does the organization manages the entire workforce lifecycle for in-house talent as well as for external labor?","2","Disconnected processes with minimal automation are used across the organization, resulting in limited workforce insights","2.00","243","2023-11-28","admin","1683"
"109998","21","3152","How is the compensation structure defined?","2","Past data trends studied manually and designed","2.00","243","2023-11-28","admin","1683"
"109999","22","3153","What are ways to identify new workforce segmentation patterns and guide workforce decisions (correlations between coaching and engagement etc.)?","2","Standard processes in place to generate operational reports and compliance reports that focuses on data accuracy, consistency and timelines","2.00","243","2023-11-28","admin","1683"
"110000","23","3154","Do the organization measures the current state of the recruiting process to improve recruiting effectiveness and acquire the best talent?","2","Manual process for reporting recruiting activities on ad hoc basis","2.00","243","2023-11-28","admin","1686"
"110001","29","3160","Do your organization have a reporting tool to assess current state of the recruiting process and continuously improve recruiting effectiveness ?","2","Periodic process of reporting various recruiting metrics","2.00","243","2023-11-28","admin","1686"
"110002","30","3161","Does the organization evaluate the recruitment & staffing process to identify bottlenecks and improve the process further?","2","No, but considering it for future","2.00","243","2023-11-28","admin","1686"
"110003","31","3162","In what way is the recruiting strategy is aligned with risk management practices to optimize positive business impact?","2","Recruiting process managed in a consistent manner to fill in vacancies as soon as possible but not aligned with recruiting processes","2.00","243","2023-11-28","admin","1686"
"110004","32","3163","How does HR provides useful and relevant workforce data to key stakeholders ?","2","There is no 360-degree view of the workforce, and data resides in silos","2.00","243","2023-11-28","admin","1692"
"110005","33","3164","How the Job Description(JD) is prepared and reviewed?","2","Preparing and reviewing the JD manually with a standard format","2.00","243","2023-11-28","admin","1692"
"110006","34","3165","Does the organization put effort to ensure job descriptions are consistent, neutral and able to attract a diverse talent pool?","2","Focus on basic data such as job requirements and characteristics","2.00","243","2023-11-28","admin","1692"
"110007","37","3168","How does the organization streamline the sourcing  & screening process and identify candidates with the right skills and education?","2","Manual standard talent-screening process","2.00","243","2023-11-28","admin","1695"
"110008","38","3169","How to gauge candidate interest for a particular position?","2","Semi-automated with human in loop","2.00","243","2023-11-28","admin","1695"
"110009","40","3171","What  multichannel sourcing is utilized for recruitment ?","2","Sourcing through job posting on website","1.00","243","2023-11-28","admin","1695"
"110010","44","3175","Does the organization leverage AI for preliminary interviewing ?","2","Applicant-tracking system","2.00","243","2023-11-28","admin","1700"
"110011","55","3186","What steps HR takes to promote the employment brand and manages its presence outside organizational boundaries?","2","There is a career portal on the Web site, but the portal is hardly promoted or updated","2.00","243","2023-11-28","admin","1711"
"110012","56","3187","How does the organization measures the current state of the onboarding process in order to continuously improve employee experience?","2","Â Onboarding reports and feedback from new-hire surveys to analyze trends and measure the effectiveness","2.00","243","2023-11-28","admin","1711"
"110013","60","3191","Is there technology-enabled onboarding process to ensure 100% day 1 onboarding readiness?","2","No, but considering it for future","2.00","243","2023-11-28","admin","1711"
"110014","61","3192","Does the organization's formal onboarding practices extend into socialization, personalization and enculturation of new employees?","2","There is an onboarding process, but the rest of the employee or new-hire learning is done on the job","2.00","243","2023-11-28","admin","1711"
"110015","62","3193","Does the organization's onboarding processes integrate seamlessly with goal and performance processes?","2","Uses prehire assessment results  to determine appropriate career/development tracks","2.00","243","2023-11-28","admin","1715"
"110016","63","3194","Are AI driven tools used for training recommendations to improve performance of bottom-performing employees?","2","No, but considering it for future","2.00","243","2023-11-28","admin","1715"
"110017","70","3201","Are employees provided tailored career paths that enable them to be self-driven in advancing their careers?","2","Career planning progresses  based on organizational needs","2.00","243","2023-11-28","admin","1720"
"110018","71","3202","How does the managers evaluate employee performance?","2","Organization has established a consistent performance management process, but the process is not fully automated","2.00","243","2023-11-28","admin","1720"
"110019","72","3203","Is evaluation of  employee performance done using a common, consistent set of policies & framework?","2","Consistent performance management process which is not fully automated","2.00","243","2023-11-28","admin","1720"
"110020","76","3207","How much is data analytics leveraged in performance tracking?","2","Not based on data analytics","1.00","243","2023-11-28","admin","1720"
"110021","77","3208","Is there continuous performance management including dynamic goals, ongoing performance conversations, periodic feedback,with a focus on coaching and development?","2","Yes - Already in place","4.00","243","2023-11-28","admin","1720"
"110022","78","3209","Does the organization leverage RPA for automating some tasks in the performance management?","2","No, but considering it for future","2.00","243","2023-11-28","admin","1720"
"110023","79","3210","What are the performance feedback tools used to engage talent?","2","Performance management practices are underdeveloped and usually not documented","1.00","243","2023-11-28","admin","1720"
"110024","80","3211","How does the organization ensures that employees understand the link between their goals and the overall strategic objectives?","2","Strategic goals of the company are aligned with some individual departments but not necessarily integrated with individual goals","2.00","243","2023-11-28","admin","1724"
"110025","81","3212","Are the trainings aligned to business goals of the organization?","2","Slightly aligned","2.00","243","2023-11-28","admin","1724"
"110026","93","3224","Is there a formal succession-planning process in place with key internal people and skills?","2","Manual succession planning occurs annually","1.00","243","2023-11-28","admin","1731"
"110027","95","3226","In what ways does the organization documented, fair, and equitable pay practices strategic goals and initiatives?","2","A set of compensation practices are implemented that tie pay to performance with limited visibility into pay decision criteria","2.00","243","2023-11-28","admin","1731"
"110028","96","3227","How is the Employee data defined and stored using a single system?","2","Excel or payroll system used to store key information on employees, such as their address, birthday, title, or position in the organization","1.00","243","2023-11-28","admin","1733"
"110029","97","3228","Is the Employee data be easily updated by authorized individuals throughout the company as needed?","2","A common HCM platform is in place for employee data, additional talent applications, and analytics processes; employee and manager self-service is in partial use","2.00","243","2023-11-28","admin","1733"
"110030","98","3229","How is the HR equipped to handle disaster recovery situations through pre-planned contingency plans, availability of employee records, being the single focal point for all communications?","2","Elements of disaster recovery are in place for ensuring business continuity; recovery planning consists of loosely sketched guidelines","2.00","243","2023-11-28","admin","1733"
"110031","99","3230","What are the tools in place to enable compliance of HR processes with country-specific legal requirements?","2","There are multiple local systems across geographies and business units to manage local compliance requirements","2.00","243","2023-11-28","admin","1734"
"110032","101","3232","Does the organization controls labor costs by automating manual, error-prone timekeeping and payroll processes?","2","Dedicated payroll and timekeeping FTEs to manually manage employee time and payroll data","1.00","243","2023-11-28","admin","1734"
"110033","103","3234","Does the organization's current payroll processes support legal requirements, currencies, and languages for different locations and countries?","2","The payroll system supports multiple currencies","2.00","243","2023-11-28","admin","1737"
"110034","105","3236","How is the organizations data management practices?","2","Data management practices are governed through quantitative measurements of process performance","3.00","243","2023-11-28","admin","1737"
"110035","107","3238","Are there any written policies regarding ethical and moral use of employee data?","2","HR has created expanded policies and serves as a moderator as an ethical monitor of modern-day communication tools and data","3.00","243","2023-11-28","admin","1737"
"110036","108","3239","Do the organization have all the capabilities needed to address data governance and comply with changing regulations?","2","Data governance standards are being developed but are not yet being applied consistently in a uniform manner throughout the organization","2.00","243","2023-11-28","admin","1737"
"110037","109","3240","Do the organization has data retention management capabilities?","2","Process integration embedded into a single HR platform allows for fewer manual entries through self-service functionalities and data insights facilitate informed decision-making by managers when approving employee requests triggered through self-services","3.00","243","2023-11-28","admin","1737"
"110038","111","3242","How is the processes for hiring and managing contract and external workers' cycle?","2","Partially defined contract and external worker strategy with a tactical focus on basic cost savings, efficiency, and compliance","2.00","243","2023-11-28","admin","1741"
"110039","112","3243","How is the workflow approvals and everyday transactions, such as leave requests, expense approvals, pay slip requests?","2","Uses e-mail to process leave requests, expense approvals and pay slip requests","2.00","243","2023-11-28","admin","1742"
"110040","113","3244","Is HR technology is synergistic with other new systems and capable of quickly integrating and scaling new innovations?","2","HR solutions are unified, mobile, and in the cloud; integrated reporting and analytics capabilities help drive and scale innovations and strategy","3.00","243","2023-11-28","admin","1743"
"110041","114","3245","How is HR equipped to handle major organizational changes?","2","HR is focused primarily on administrative responses to organizational change and has basic workforce planning and management tools","2.00","243","2023-11-28","admin","1733"
"110042","1","3132","How does the chief human resources officer focuses on organization culture, employee experience, engagement and well-being?","2","The company web site talks about culture, but it is not measured","1.00","243","2023-11-28","admin","1678"
"110043","2","3133","How is the employer branding done with respect to recruitment?","2","Standard advertisements","2.00","243","2023-11-28","admin","1678"
"110044","4","3135","How does the organization focuses on multiple aspects of well-being (e.g., mind, body, social, financial, purpose)?","2","Employee well-being viewed as an executive leadership topic to achieve overall employee well-being","3.00","243","2023-11-28","admin","1678"
"110045","5","3136","How does the organization monitors the environment to predict any engagement and compliance issues?","2","Annual surveys conducted to collect employee feedback but minimal action is taken on the results","2.00","243","2023-11-28","admin","1678"
"110046","6","3137","In what ways the organization ensures safe working conditions for its entire workforce?","2","Health and safety information and employee training records are maintained in stand-alone tools","2.00","243","2023-11-28","admin","1678"
"110047","7","3138","Do the organization has established processes for promoting diversity and inclusion?","2","Diversity and inclusion are promoted but no formal policies exist","2.00","243","2023-11-28","admin","1678"
"110048","68","3199","Does your organization leverage apprenticeship and internship programs to train and develop local talent?","2","No plans to do this","2.00","243","2023-11-28","admin","1715"
"110049","69","3200","What steps does the organization take to recognise and develop high potential employees?","2","A high-potential strategy is standardized and integrated with select talent processes","2.00","243","2023-11-28","admin","1715"
"110050","89","3220","Is there visibility on the progress of training of employees?","2","Tracking done digitally but not in real time","2.00","243","2023-11-28","admin","1724"
"110051","90","3221","Is there a feedback mechanism for the trainings done?","2","Portal to raise concern of training","2.00","243","2023-11-28","admin","1724"
"110052","91","3222","Does the organization provides personalized learning to its employees that is aligned to company s needs and employee specifics?","2","Learning system manages courses that an employee can choose for his/ her development according to each job or role","2.00","243","2023-11-28","admin","1724"
"110053","92","3223","Does the organization ensures that employees have the training, licensing, and certification needed to perform their job?","2","Dedicated time to running status reports of employee training, licensing, and certification; record keeping is digitalized, and HR initiates recertification requirements","2.00","243","2023-11-28","admin","1724"
"110054","82","3213","How personalized is the learning management system?","2","Learning management system in place","2.00","243","2023-11-28","admin","1724"
"110055","73","3204","High performer as a percentage of total employees","2","80","4.00","243","2023-11-28","admin","1721"
"110056","74","3205","Employees with on-time complete performance review in percentage","2","70","2.00","243","2023-11-28","admin","1722"
"110057","75","3206","Time to full productivity of new hires in days","2","60","3.00","243","2023-11-28","admin","1723"
"110058","14","3145","Time to hire external workforce in days","2","20","2.00","243","2023-11-28","admin","1681"
"110059","15","3146","New hire retention rate in percentage in a year","2","40","1.00","243","2023-11-28","admin","1682"
"110060","19","3150","External workforce in percentage","2","70","4.00","243","2023-11-28","admin","1684"
"110061","83","3214","Percentage of employees who attended e-learning training","2","80","3.00","243","2023-11-28","admin","1725"
"110062","20","3151","External workforce trained on compliance and security in percentage","2","68","2.00","243","2023-11-28","admin","1685"
"110063","84","3215","Average time in days to close an identified skill or capability gap through training","2","90","4.00","243","2023-11-28","admin","1726"
"110064","85","3216","Training hours /employee","2","70","4.00","243","2023-11-28","admin","1727"
"110065","86","3217","Percentage of senior level executives undergoing training/month","2","90","4.00","243","2023-11-28","admin","1728"
"110066","87","3218","Learning & development FTE / 100 employees","2","70","4.00","243","2023-11-28","admin","1729"
"110067","24","3155","HR FTEs per 100 vacancies","2","60","4.00","243","2023-11-28","admin","1687"
"110068","88","3219","Development goals linked to learning activities in percentage","2","60","3.00","243","2023-11-28","admin","1730"
"110069","25","3156","Cost per hire in dollars","2","80","1.00","243","2023-11-28","admin","1688"
"110070","26","3157","Time to hire in days","2","70","4.00","243","2023-11-28","admin","1689"
"110071","27","3158","Bad hires as a percentage of total hires","2","80","4.00","243","2023-11-28","admin","1690"
"110072","28","3159","Employee referral rate in percentage","2","70","4.00","243","2023-11-28","admin","1691"
"110073","94","3225","Succession pipeline depth","2","80","4.00","243","2023-11-28","admin","1732"
"110074","35","3166","What is the average time to draft and review JD in hours?","2","100","4.00","243","2023-11-28","admin","1693"
"110075","36","3167","What is the average time required to align and obtain approvals for JDs from relevant parties?","2","70","4.00","243","2023-11-28","admin","1694"
"110076","100","3231","Paycheck errors in percentage","2","70","2.00","243","2023-11-28","admin","1735"
"110077","102","3233","HR headcount cost as percentage of total HR cost","2","80","4.00","243","2023-11-28","admin","1736"
"110078","39","3170","What is the average time to screen 10 profiles for a role in days?","2","20","4.00","243","2023-11-28","admin","1696"
"110079","104","3235","HR data accuracy in percentage","2","70","4.00","243","2023-11-28","admin","1738"
"110080","41","3172","What is the cost to source 100 profiles for a role in dollars?","2","100","1.00","243","2023-11-28","admin","1697"
"110081","106","3237","HR data completeness in percentage","2","90","3.00","243","2023-11-28","admin","1739"
"110082","42","3173","What is the conversion rate? (percentage of screened candidates clearing all rounds of interview)","2","80","4.00","243","2023-11-28","admin","1698"
"110083","43","3174","HR FTEs to source & screen 10 profiles","2","50","4.00","243","2023-11-28","admin","1699"
"110084","45","3176","What is the average time taken to schedule the first round of interviews in days?","2","70","4.00","243","2023-11-28","admin","1701"
"110085","110","3241","HR shared services FTEs per 100 EEs","2","80","3.00","243","2023-11-28","admin","1740"
"110086","46","3177","What is the average time taken to schedule subsequent round of interviews in days?","2","80","4.00","243","2023-11-28","admin","1702"
"110087","54","3185","What is the percentage of candidates(out of the total offer rolled out) who have been successfully onboarded?","2","100","4.00","243","2023-11-28","admin","1710"
"110088","57","3188","New hires receiving basic training in first 3 months in percentage","2","80","1.00","243","2023-11-28","admin","1712"
"110089","58","3189","Cost to onboard per hire in dollars","2","60","1.00","243","2023-11-28","admin","1713"
"110090","59","3190","HR FTEs to onboard 100 candidates","2","90","4.00","243","2023-11-28","admin","1714"
"110091","64","3195","Top performing employee turnover rate","2","80","4.00","243","2023-11-28","admin","1716"
"110092","65","3196","Employee promotions in percentage","2","80","4.00","243","2023-11-28","admin","1717"
"110093","66","3197","Employees with developmental goals in percentage","2","90","4.00","243","2023-11-28","admin","1718"
"110094","67","3198","Employees with goals aligned to org strategy in percentage","2","60","2.00","243","2023-11-28","admin","1719"
"110095","3","3134","Female management headcount in percentage","2","60","3.00","243","2023-11-28","admin","1679"
"110096","47","3178","What is the average time taken to interview a candidate and provide feedback in hours?","2","14","4.00","243","2023-11-28","admin","1703"
"110097","48","3179","What is the percentage of candidates clearing round 1?","2","75","4.00","243","2023-11-28","admin","1704"
"110098","49","3180","What is the percentage of candidates clearing subsequent rounds?","2","80","4.00","243","2023-11-28","admin","1705"
"110099","50","3181","What is the average time to complete a background check in days?","2","80","4.00","243","2023-11-28","admin","1706"
"110100","51","3182","What is the average time to roll out the offer for a role in days?","2","70","4.00","243","2023-11-28","admin","1707"
"110101","52","3183","What is the average time taken by a candidate to accept the offer in days?","2","60","4.00","243","2023-11-28","admin","1708"
"110102","53","3184","What is the percentage of candidates rejecting the offer?","2","90","4.00","243","2023-11-28","admin","1709"
"110103","1","3887","How many new leads are there in the pipeline","2","20%-40%","2.00","245","2023-11-28","admin","2196"
"110104","2","3888","What is the conversion rate","2","<10%","1.00","245","2023-11-28","admin","2213"
"110105","3","3889","What is the average age of leads","2","<10%","1.00","245","2023-11-28","admin","2212"
"110106","3939","3939","What % of products are defected?","2","30&-60%","3.00","245","2023-11-28","admin","2224"
"110107","3940","3940","What is the impact of an invoice to your business","2","increased cost-of-rework","3.00","245","2023-11-28","admin","2225"
"110108","3941","3941","What are the benefits of improving an emergency purchase ratio?","2","lower supply chain risks","0.00","245","2023-11-28","admin","2226"
"110109","3942","3942","What does each lead time measure along the supply chain?","2","Manufacturing lead time","3.00","245","2023-11-28","admin","2227"
"110110","3943","3943","How do you calculate PO cycle time?","2","Purchase Requisition Submission","0.00","245","2023-11-28","admin","2228"
"110111","3944","3944","What are the four benefits of vendor availability","2","Increase Customer satisfaction","3.00","245","2023-11-28","admin","2229"
"110112","3945","3945","How can you improve cost per invoice?","2","Invest in AP Automation Software","0.00","245","2023-11-28","admin","2230"
"110113","4","3890","What percentage of customers have continued to use our products/services","2","<10%","1.00","245","2023-11-28","admin","2214"
"110114","5","3891","On Percentage how much time do users spend interacting with our platform.","2","<20%","1.00","245","2023-11-28","admin","2197"
"110115","6","3892","How can you optimize customer acquisition cost for maximum value","2","Manual execution / No automation","1.00","245","2023-11-28","admin","2198"
"110116","7","3893","What percentage of customers are satisfied to use our products/services","2","<20%","1.00","245","2023-11-28","admin","2199"
"110117","8","3894","Do we have automated responses for common queries to improve FRT","2","Not Applicable","0.00","245","2023-11-28","admin","2200"
"110118","9","3895","what is the percentage of operation performed in one quarter","2","30%-40%","4.00","245","2023-11-28","admin","2201"
"110119","10","3896","what is the cost of supply chain","2","Repeatable - process is defined and can be followed by new users, but is not standardised across the enterprise","2.00","245","2023-11-28","admin","2202"
"110120","11","3897","Does the organization's current payroll processes support legal requirements, currencies, and languages for different locations and countries?","2","The payroll system supports multiple currencies, multiple languages, and collective agreements","3.00","245","2023-11-28","admin","2203"
"110121","12","3898","Do you perform vendor reviews","2","No","1.00","245","2023-11-28","admin","2204"
"110122","13","3899","How much does your organisation spend on legal matters as % of Revenue","2","<20%","5.00","245","2023-11-28","admin","2205"
"110123","14","3900","How efficient is the Hiring process","2","Moderately Efficient","3.00","245","2023-11-28","admin","2206"
"110124","15","3901","Was the training relevant to the job","2","Yes","5.00","245","2023-11-28","admin","2207"
"110125","16","3902","What is the percentage of products released  per month based on the last quarter","2","30%-40%","4.00","245","2023-11-28","admin","2208"
"110126","17","3903","is code review and automated scanning in place","2","Code across applications is done manually","1.00","245","2023-11-28","admin","2209"
"110127","18","3904","What percentage of revenue is used for designing process","2","30-70%","3.00","245","2023-11-28","admin","2210"
"110128","19","3905","Is the quality of products verified","2","NA","0.00","245","2023-11-28","admin","2211"
"110129","3938","3938","Is the compliance rate according to industry standards?","2","Partially Met","3.00","245","2023-11-28","admin","2223"
"462","1","1511","How many applications are in the production environment as of this month?","2","80","NULL","242","2023-09-28","admin","972"
"463","2","1512","What is the average number of problems tickets  per month, based on the last 6 months data?","2","70","NULL","242","2023-09-28","admin","973"
"464","3","1513","What % applications use full stack DevOps for Application Management?","2","80","NULL","242","2023-09-28","admin","974"
"465","4","1514","What % applications use ScrumBan / Kanban for Application Management?","2","80","NULL","242","2023-09-28","admin","974"
"466","5","1515","What is the average number of critical and high priority (P1 and P2) tickets per month, based on the last 6 months data?","2","60","NULL","242","2023-09-28","admin","975"
"467","6","1516","What is the average number of FTEs working on Application management based on the last 6 months data?","2","60","NULL","242","2023-09-28","admin","976"
"468","9","2067","What is the average number of service requests per month based on the last 6 months data?","2","80","NULL","242","2023-09-28","admin","977"
"469","7","1517","What is the average monthly ticket volume for application management (exclude Infra support tickets) based on the last 6 months data?","2","60","NULL","242","2023-09-28","admin","977"
"470","8","1518","What is the average number of incidents  per month based on the last 6 months data?","2","70","NULL","242","2023-09-28","admin","977"
"471","1","1446","What is the status of automation planning?","2","0.0","0.50","242","2023-09-28","admin","908"
"472","2","1447","Is productivity improvement plan aligned with the service line goals?","2","20.0","4.20","242","2023-09-28","admin","909"
"473","3","1448","Has the team been formed for executing automation roadmap?","2","20.0","2.75","242","2023-09-28","admin","910"
"474","10","1455","How is SLA management done?","2","0.0","1.75","242","2023-09-28","admin","917"
